Seid bereit! Immer bereit! (Pioniergruß)|Be ready (y'all)! Always ready! (DDR Pioneers' slogan)
aber gewiss (doch)!|but of course, certainly!
Das kannst du mir gewiss glauben.|You can certainly believe me about that.
Trag das alles hinaus!|Clear all of that out of here!
einen Vertrag kündigen|to cancel a contract
Worauf willst du hinaus?|What's your point? What are driving at?
Sie mag Blumen sehr gern, insbesondere Rosen.|She likes flowers very much, especially roses.
ein Büro leiten|to run an office
so scheint es jedenfalls|or so it seems
Ich habe leider keine Zeit.|Unfortunately, I have no time.
unten links|down below on the left
Bitte liefern Sie mit normaler Post.|Please send by surface mail.
Wir sind somit quitt.|So we are even.
von morgen an|as from tomorrow
ein Problem lösen|to solve a problem
Von dem Kuchen wird nichts übrig bleiben.|There will be no leftover cake.
Ich habe weder Zeit noch Lust dazu.|I have neither the time nor the inclination for it.
Ich habe weder die Zeit, noch die Buntstifte, um dir das zu erklären.|I don't have the time or the markers to explain it to you.
Wobei hast du sie ertappt?|What did you catch her / them doing?
...wobei zu berücksichtigen ist, dass ...|...taking into account that...
Es gibt nichts, wobei er mehr Spaß hat.|There's nothing that is more fun for him.
zwei Sachen zugleich erledigen|to accomplish two things at once.
Er verbesserte den Weltrekord im Weitsprung um 15 cm.|He improved the world record in long jump by 15 cm.
Ich verlange viel von euch.|I'm demanding a lot from you.
darüber hinaus|on top of this
Am Wochenende schien die Sonne, heute hingegen regnet es.|On the weekend it was sunny. By contrast, it's raining today.
morgen früh|tomorrow morning
Als es ursprünglich gebaut wurde,...|When it was first built,...
weder so noch so|neither one way nor the other
